Application. ID,Age,Gender,Location,Parents Edu.,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status
Ref#38365,19 yrs,Male,Western,M,Yes,65,78,75%,Low,2.5,No
Ref#38375,17 yrs,Male,Eastern,F,Yes,69,82,100%,Avg,1.5,No
Ref#38384,19 yrs,Female,Central,M+F,Yes,67,80,75%,Low,2.0,Yes
Ref#38399,17 yrs,Male,Western,F,Yes,70,84,31%,Low,4.0,Yes
Ref#38402,18 yrs,Male,Western,F,No,85,100,65%,High,2.0,Yes
Ref#38417,21 yrs,Female,Eastern,M,Yes,29,23,76%,Avg,3.5,Yes
Ref#38427,21 yrs,Female,Eastern,M+F,No,100,100,19%,Avg,4.5,Yes
Ref#38433,16 yrs,Male,Central,F,No,62,74,76%,Low,4.0,Yes
Ref#38442,19 yrs,Female,Central,M,Yes,39,31,92%,Avg,1.5,No
Ref#38458,18 yrs,Female,Western,F,No,93,100,37%,Low,3.5,Yes
Ref#38466,23 yrs,Male,Eastern,M+F,Yes,13,10,51%,High,3.0,Yes
Ref#38470,22 yrs,Male,Western,M+F,No,70,84,69%,Low,4.0,Yes
Ref#38485,22 yrs,Male,Central,M+F,Yes,75,90,92%,Avg,3.5,Yes
Ref#38499,15 yrs,Male,Western,M,Yes,28,22,91%,High,4.5,Yes
Ref#38506,15 yrs,Male,Central,F,No,13,10,82%,Avg,1.0,No
Ref#38513,22 yrs,Male,Central,F,No,88,100,89%,Avg,3.5,Yes
Ref#38525,17 yrs,Female,Central,M+F,No,75,90,45%,High,2.0,No
Ref#38534,23 yrs,Female,Eastern,M+F,No,18,14,89%,High,4.5,Yes
Ref#38543,19 yrs,Female,Central,M+F,Yes,66,79,92%,Avg,4.5,Yes
Ref#38558,23 yrs,Male,Western,F,No,48,38,50%,Low,4.0,Yes
Ref#38566,20 yrs,Male,Western,M+F,No,65,78,36%,Avg,4.5,Yes
Ref#38575,18 yrs,Male,Western,M+F,No,53,63,97%,Avg,4.0,Yes
Ref#38580,16 yrs,Female,Eastern,M+F,No,39,31,56%,Avg,4.0,Yes
Ref#38592,18 yrs,Male,Central,M,Yes,100,100,19%,High,4.5,Yes
Ref#38603,19 yrs,Female,Eastern,M+F,No,61,73,26%,Avg,3.5,Yes
Ref#38612,18 yrs,Male,Eastern,M+F,Yes,94,100,72%,Low,3.0,Yes
Ref#38629,21 yrs,Male,Western,M,Yes,67,80,46%,Avg,3.5,Yes
Ref#38635,18 yrs,Male,Western,M,No,87,100,72%,Avg,2.0,Yes
Ref#38642,23 yrs,Female,Eastern,F,Yes,36,28,43%,High,4.5,Yes
Ref#38656,15 yrs,Female,Central,M,No,57,68,41%,High,1.5,No
Ref#38663,23 yrs,Female,Eastern,M,No,22,17,77%,High,3.0,Yes
Ref#38679,15 yrs,Male,Eastern,M+F,No,10,8,96%,Low,3.0,No
Ref#38683,19 yrs,Female,Central,M,Yes,36,28,41%,Avg,1.5,No
Ref#38694,23 yrs,Female,Central,M,No,24,19,33%,High,3.0,No
Ref#38702,16 yrs,Male,Eastern,F,No,21,16,94%,Low,4.5,Yes
Ref#38710,17 yrs,Male,Western,F,Yes,66,79,77%,Low,2.0,No
Ref#38723,20 yrs,Male,Central,M,Yes,31,24,69%,High,2.5,No
Ref#38735,20 yrs,Male,Western,M+F,Yes,97,100,16%,High,4.0,Yes
Ref#38746,17 yrs,Male,Central,M,Yes,19,15,25%,High,2.5,No
Ref#38759,23 yrs,Female,Central,F,Yes,42,33,100%,Low,2.5,No
Ref#38767,18 yrs,Female,Western,M,Yes,52,62,92%,Avg,3.5,Yes
Ref#38771,16 yrs,Female,Central,M,Yes,39,31,68%,High,5.0,Yes
Ref#38781,16 yrs,Male,Western,F,No,36,28,91%,Low,4.5,Yes
Ref#38797,22 yrs,Male,Eastern,F,No,92,100,95%,Low,2.5,Yes
Ref#38807,22 yrs,Female,Eastern,F,No,49,39,63%,Avg,4.5,Yes
Ref#38813,17 yrs,Male,Eastern,M+F,No,58,69,65%,High,3.0,No
Ref#38823,17 yrs,Male,Western,M,Yes,75,90,62%,Avg,4.0,Yes
Ref#38830,17 yrs,Male,Central,M+F,No,18,14,88%,High,2.5,Yes
Ref#38840,23 yrs,Male,Eastern,M+F,Yes,64,76,41%,High,3.5,Yes
Ref#38855,16 yrs,Female,Eastern,M+F,No,37,29,99%,Low,2.5,No
Ref#38867,22 yrs,Female,Eastern,F,No,80,96,45%,Avg,2.5,Yes
Ref#38875,22 yrs,Female,Central,M+F,No,29,23,57%,Avg,3.5,Yes
Ref#38883,16 yrs,Female,Western,M,Yes,76,91,52%,Avg,3.0,Yes
Ref#38890,21 yrs,Male,Western,M,Yes,40,32,92%,High,4.5,Yes
Ref#38905,17 yrs,Male,Eastern,F,No,94,100,28%,Avg,3.0,Yes
Ref#38913,15 yrs,Male,Eastern,F,No,51,61,65%,High,2.5,No
Ref#38925,18 yrs,Male,Central,M,No,67,80,63%,Avg,3.5,Yes
Ref#38933,16 yrs,Male,Central,F,No,87,100,18%,Low,4.5,Yes
Ref#38946,19 yrs,Female,Western,F,Yes,90,100,56%,Low,4.0,Yes
Ref#38952,17 yrs,Female,Eastern,M+F,No,65,78,41%,High,3.0,No
Ref#38967,19 yrs,Male,Western,M,Yes,18,14,98%,Avg,1.0,No
Ref#38975,15 yrs,Female,Western,M,Yes,58,69,84%,High,3.0,Yes
Ref#38989,20 yrs,Female,Eastern,M,Yes,45,36,78%,High,3.0,Yes
Ref#38995,18 yrs,Female,Central,M,No,96,100,46%,High,2.5,Yes
Ref#39000,18 yrs,Female,Western,M+F,Yes,15,12,21%,Avg,2.0,Yes
Ref#39015,19 yrs,Female,Eastern,M,No,53,63,42%,Avg,4.0,Yes
Ref#39021,18 yrs,Male,Central,F,Yes,30,24,96%,High,4.0,Yes
Ref#39030,21 yrs,Female,Eastern,M,Yes,44,35,45%,High,4.0,Yes
Ref#39044,22 yrs,Male,Central,F,No,31,24,71%,High,4.5,Yes
Ref#39053,20 yrs,Male,Eastern,F,No,87,100,17%,Low,2.5,Yes
Ref#39060,17 yrs,Female,Western,M+F,Yes,49,39,66%,Avg,4.0,Yes
Ref#39076,19 yrs,Male,Eastern,F,Yes,25,20,52%,High,4.5,Yes
Ref#39084,19 yrs,Male,Central,F,Yes,50,60,80%,High,1.5,Yes
Ref#39098,15 yrs,Female,Western,M,Yes,100,100,82%,Low,3.0,Yes
Ref#39106,15 yrs,Male,Western,M,No,82,98,64%,Low,3.5,Yes
Ref#39117,17 yrs,Male,Eastern,M+F,No,20,16,19%,High,3.5,Yes
Ref#39121,22 yrs,Male,Eastern,F,Yes,45,36,70%,High,2.0,No
Ref#39135,20 yrs,Male,Central,M,Yes,11,8,19%,Low,2.0,No
Ref#39149,18 yrs,Male,Eastern,M+F,Yes,99,100,64%,Low,2.0,Yes
Ref#39151,15 yrs,Female,Western,M+F,Yes,40,32,74%,Avg,4.0,Yes
Ref#39169,15 yrs,Male,Eastern,M,No,18,14,94%,Low,2.0,No
Ref#39176,16 yrs,Female,Eastern,M+F,No,11,8,81%,Avg,3.5,Yes
Ref#39181,15 yrs,Male,Eastern,M+F,Yes,38,30,56%,Low,3.0,Yes
Ref#39191,17 yrs,Female,Western,F,Yes,91,100,92%,High,4.5,Yes
Ref#39206,17 yrs,Male,Central,M+F,Yes,91,100,73%,Low,2.0,Yes
Ref#39218,22 yrs,Male,Eastern,M,Yes,24,19,45%,High,4.0,Yes
Ref#39226,16 yrs,Male,Eastern,M,No,69,82,96%,Low,4.0,Yes
Ref#39232,21 yrs,Female,Eastern,F,Yes,21,16,57%,Low,3.5,Yes
Ref#39244,15 yrs,Male,Central,M,No,34,27,25%,Low,1.5,No
Ref#39251,17 yrs,Female,Eastern,M+F,Yes,50,60,64%,Avg,1.5,Yes
Ref#39264,20 yrs,Male,Western,F,No,52,62,71%,High,4.0,Yes
Ref#39274,15 yrs,Female,Central,F,No,50,60,39%,Low,4.5,Yes
Ref#39289,20 yrs,Male,Eastern,F,No,34,27,95%,Low,3.0,No
Ref#39293,17 yrs,Male,Western,M,Yes,86,100,77%,Avg,2.0,Yes
Ref#39308,15 yrs,Male,Western,M,Yes,68,81,28%,High,3.0,No
Ref#39315,18 yrs,Male,Western,M,Yes,77,92,85%,High,2.0,Yes
Ref#39327,16 yrs,Female,Western,M,No,62,74,16%,Avg,2.0,No
Ref#39332,19 yrs,Female,Eastern,F,Yes,73,87,44%,Avg,2.0,No
Ref#39343,17 yrs,Male,Western,M,Yes,14,11,37%,High,4.5,Yes
Ref#39351,20 yrs,Female,Eastern,M+F,Yes,21,16,90%,Low,3.0,Yes
Ref#39365,18 yrs,Male,Eastern,M+F,Yes,43,34,52%,High,4.0,Yes
Ref#39373,22 yrs,Female,Central,M,No,93,100,20%,Low,2.5,Yes
Ref#39385,20 yrs,Male,Eastern,M,Yes,28,22,50%,High,3.0,No
Ref#39394,22 yrs,Female,Central,M,No,73,87,14%,High,1.0,No
Ref#39404,18 yrs,Female,Central,M+F,Yes,47,37,24%,Avg,4.0,Yes
Ref#39413,15 yrs,Male,Western,M,No,33,26,23%,Low,3.5,Yes
Ref#39426,22 yrs,Male,Western,M,Yes,100,100,60%,High,3.0,Yes
Ref#39438,21 yrs,Female,Eastern,M+F,No,40,32,59%,High,3.0,No
Ref#39441,20 yrs,Male,Eastern,M,Yes,40,32,28%,Avg,2.5,No
Ref#39459,17 yrs,Female,Central,F,No,78,93,95%,Low,5.0,Yes
Ref#39465,16 yrs,Female,Eastern,M+F,No,76,91,16%,High,4.5,Yes
Ref#39472,18 yrs,Male,Eastern,M,Yes,60,72,36%,Avg,2.0,No
Ref#39481,16 yrs,Male,Eastern,M+F,No,62,74,96%,High,2.0,Yes
Ref#39495,23 yrs,Male,Western,M+F,No,48,38,64%,Avg,4.5,Yes
Ref#39502,20 yrs,Female,Eastern,M+F,No,50,60,69%,Low,4.0,Yes
Ref#39515,20 yrs,Male,Western,M,Yes,43,34,18%,High,2.5,No
Ref#39526,18 yrs,Male,Central,F,No,42,33,59%,Low,4.5,Yes
Ref#39536,18 yrs,Male,Central,F,No,88,100,89%,High,3.0,Yes
Ref#39546,22 yrs,Male,Western,M,Yes,55,66,68%,Avg,1.0,No
Ref#39555,17 yrs,Male,Central,M,Yes,98,100,52%,Low,4.0,Yes
Ref#39565,16 yrs,Female,Central,M+F,No,99,100,27%,Avg,2.0,Yes
Ref#39572,17 yrs,Male,Central,M+F,Yes,65,78,67%,Avg,2.5,Yes
Ref#39586,17 yrs,Female,Western,F,Yes,17,13,12%,Low,5.0,Yes
Ref#39593,23 yrs,Female,Western,M+F,Yes,98,100,35%,Avg,5.0,Yes
Ref#39601,18 yrs,Female,Western,F,Yes,56,67,27%,Avg,1.0,No
Ref#39610,22 yrs,Male,Eastern,M,Yes,84,100,28%,Low,4.5,Yes
Ref#39620,20 yrs,Female,Central,M,Yes,49,39,72%,High,3.0,No
Ref#39635,17 yrs,Male,Eastern,M,No,58,69,39%,Low,2.5,No
Ref#39647,20 yrs,Female,Central,M+F,Yes,43,34,47%,Low,4.0,Yes
Ref#39653,16 yrs,Male,Central,M+F,No,97,100,98%,High,3.0,Yes
Ref#39661,22 yrs,Male,Eastern,M,Yes,50,60,16%,High,2.5,No
Ref#39678,17 yrs,Female,Central,F,Yes,37,29,14%,Low,3.5,Yes
Ref#39689,15 yrs,Male,Eastern,F,No,31,24,98%,Low,3.0,No
Ref#39696,23 yrs,Female,Eastern,M,Yes,58,69,73%,High,4.5,Yes
Ref#39700,19 yrs,Male,Central,M+F,No,45,36,15%,Low,3.5,Yes
Ref#39711,15 yrs,Female,Central,M+F,No,33,26,19%,Avg,2.5,No
Ref#39721,22 yrs,Female,Central,F,Yes,51,61,98%,Low,2.5,No
Ref#39730,21 yrs,Male,Western,F,Yes,17,13,41%,Avg,1.0,No
Ref#39746,15 yrs,Female,Central,M,Yes,49,39,80%,Avg,3.0,No
Ref#39752,19 yrs,Female,Eastern,M+F,No,35,28,99%,High,4.0,Yes
Ref#39769,20 yrs,Female,Western,F,Yes,21,16,71%,High,4.5,Yes
Ref#39770,16 yrs,Male,Central,M+F,No,81,97,59%,High,1.5,Yes
Ref#39783,16 yrs,Female,Western,F,Yes,41,32,84%,Avg,4.0,Yes
Ref#39795,16 yrs,Female,Eastern,M,Yes,73,87,45%,High,3.0,No
Ref#39800,21 yrs,Female,Central,F,Yes,74,88,56%,Avg,2.5,No
Ref#39818,22 yrs,Male,Central,F,Yes,42,33,27%,Avg,1.5,No
Ref#39827,17 yrs,Male,Eastern,M,No,29,23,82%,High,3.5,Yes
Ref#39834,23 yrs,Female,Eastern,F,Yes,88,100,36%,Low,3.5,Yes
Ref#39844,22 yrs,Female,Western,M,No,72,86,64%,Avg,1.5,No
Ref#39858,19 yrs,Male,Central,M+F,Yes,20,16,57%,Avg,4.5,Yes
Ref#39864,15 yrs,Female,Central,F,Yes,21,16,26%,Avg,4.0,Yes
Ref#39874,21 yrs,Male,Central,F,No,66,79,77%,Avg,4.0,Yes
Ref#39881,15 yrs,Male,Western,F,No,98,100,62%,Avg,4.5,Yes
Ref#39899,20 yrs,Male,Western,M,No,86,100,89%,High,3.0,Yes
Ref#39908,16 yrs,Female,Eastern,M+F,No,96,100,45%,Low,2.5,Yes
Ref#39910,15 yrs,Male,Western,M,Yes,55,66,57%,Low,2.5,No
Ref#39924,15 yrs,Female,Central,M,No,32,25,82%,High,3.5,Yes
Ref#39930,23 yrs,Female,Central,F,Yes,33,26,96%,High,4.0,Yes
Ref#39942,16 yrs,Female,Eastern,F,Yes,70,84,57%,High,3.5,Yes
Ref#39954,16 yrs,Male,Western,F,No,38,30,93%,Avg,4.0,Yes
Ref#39964,23 yrs,Female,Eastern,F,Yes,19,15,66%,Avg,1.5,No
Ref#39979,23 yrs,Male,Eastern,F,No,78,93,10%,Avg,3.0,Yes
Ref#39983,22 yrs,Male,Central,M+F,Yes,41,32,82%,High,1.5,Yes
Ref#39998,16 yrs,Female,Eastern,M,No,100,100,36%,High,1.5,Yes
Ref#40000,19 yrs,Male,Eastern,M+F,Yes,68,81,89%,Low,3.0,Yes
Ref#40015,16 yrs,Male,Eastern,F,No,45,36,20%,Avg,1.5,No
Ref#40023,23 yrs,Male,Central,M+F,No,56,67,31%,High,2.0,No
Ref#40031,22 yrs,Female,Central,M,Yes,25,20,96%,Avg,3.5,Yes
Ref#40046,16 yrs,Male,Eastern,M,No,23,18,89%,High,3.5,Yes
Ref#40052,15 yrs,Male,Eastern,M+F,No,42,33,76%,High,4.5,Yes
Ref#40064,19 yrs,Male,Western,M,No,26,20,28%,Avg,3.5,Yes
Ref#40078,23 yrs,Male,Western,M+F,No,86,100,82%,Low,3.0,Yes
Ref#40085,19 yrs,Female,Eastern,M+F,No,96,100,63%,Avg,2.5,Yes
Ref#40098,17 yrs,Female,Western,M+F,Yes,71,85,14%,High,4.0,Yes
Ref#40108,21 yrs,Male,Western,M+F,Yes,92,100,92%,Avg,1.5,Yes
Ref#40119,16 yrs,Male,Central,F,Yes,43,34,22%,High,4.0,Yes
Ref#40125,18 yrs,Male,Eastern,M+F,No,42,33,65%,High,2.5,No
Ref#40136,15 yrs,Female,Eastern,M,No,60,72,94%,Avg,2.5,No
Ref#40148,19 yrs,Male,Eastern,M,No,23,18,51%,High,2.5,No
Ref#40152,22 yrs,Female,Western,F,Yes,99,100,11%,Low,1.5,Yes
Ref#40160,21 yrs,Female,Western,M+F,Yes,66,79,86%,High,3.5,Yes
Ref#40179,15 yrs,Male,Central,M+F,No,93,100,53%,High,4.5,Yes
Ref#40188,15 yrs,Male,Central,M,No,13,10,93%,Avg,3.5,Yes
Ref#40197,21 yrs,Male,Western,M+F,No,95,100,48%,Low,1.5,Yes
Ref#40200,15 yrs,Female,Eastern,M+F,No,54,64,33%,Low,3.0,No
Ref#40210,23 yrs,Male,Western,M,Yes,85,100,78%,Low,1.0,Yes
Ref#40221,19 yrs,Female,Eastern,M,Yes,38,30,12%,Avg,1.5,No
Ref#40232,16 yrs,Female,Western,F,No,70,84,47%,Avg,3.5,Yes
Ref#40249,17 yrs,Male,Central,F,Yes,20,16,49%,Low,1.5,No
Ref#40250,18 yrs,Male,Western,M+F,Yes,71,85,46%,Avg,2.5,Yes
Ref#40262,15 yrs,Female,Western,M,No,21,16,65%,Low,2.0,No
Ref#40271,18 yrs,Male,Western,M+F,No,56,67,83%,Low,3.0,No
Ref#40287,23 yrs,Female,Western,M,No,63,75,75%,High,3.5,Yes
Ref#40298,15 yrs,Female,Eastern,M+F,No,92,100,33%,High,5.0,Yes
Ref#40306,21 yrs,Female,Eastern,M,No,32,25,15%,Low,2.0,No
Ref#40311,16 yrs,Male,Central,M+F,No,87,100,60%,High,2.5,Yes
Ref#40328,18 yrs,Male,Western,F,No,15,12,70%,High,4.0,Yes
Ref#40334,23 yrs,Female,Central,M,Yes,27,21,48%,Low,3.5,Yes
Ref#40343,21 yrs,Male,Central,F,No,79,94,93%,Avg,2.5,Yes
Ref#40351,21 yrs,Male,Western,F,No,51,61,43%,Avg,1.5,No
Ref#40365,18 yrs,Female,Eastern,M+F,Yes,84,100,23%,Low,4.5,Yes
Ref#40370,16 yrs,Male,Western,M+F,No,19,15,43%,High,3.0,No
Ref#40388,22 yrs,Female,Western,M+F,No,57,68,33%,Low,1.5,No
Ref#40392,23 yrs,Male,Western,M+F,No,14,11,89%,Avg,2.0,No
Ref#40405,18 yrs,Female,Western,F,Yes,86,100,53%,High,2.0,Yes
Ref#40410,18 yrs,Male,Eastern,M,No,59,70,64%,High,3.0,No
Ref#40429,23 yrs,Female,Western,F,Yes,12,9,55%,Low,4.0,Yes
Ref#40433,20 yrs,Female,Western,M+F,Yes,76,91,48%,High,3.5,Yes
Ref#40448,16 yrs,Male,Central,M,Yes,64,76,100%,Avg,2.5,No
Ref#40454,21 yrs,Male,Western,M,No,76,91,81%,Low,3.5,Yes
Ref#40467,22 yrs,Male,Eastern,M+F,Yes,31,24,59%,Low,1.5,Yes
Ref#40478,22 yrs,Female,Western,F,Yes,43,34,65%,High,2.0,No
Ref#40486,23 yrs,Female,Western,M+F,No,63,75,36%,Low,4.5,Yes
Ref#40491,18 yrs,Male,Eastern,M,Yes,61,73,33%,Low,3.0,No
Ref#40509,17 yrs,Male,Western,M+F,No,70,84,39%,High,1.0,No
Ref#40510,16 yrs,Male,Eastern,F,Yes,35,28,31%,High,4.5,Yes
Ref#40521,16 yrs,Female,Western,M+F,Yes,75,90,42%,High,5.0,Yes
Ref#40532,16 yrs,Female,Central,F,No,30,24,98%,Low,1.0,No
Ref#40547,18 yrs,Female,Central,F,Yes,44,35,96%,High,2.5,Yes
Ref#40553,16 yrs,Female,Western,M+F,Yes,71,85,55%,Avg,1.5,Yes
Ref#40569,15 yrs,Female,Eastern,F,No,11,8,72%,High,4.5,Yes
Ref#40571,23 yrs,Female,Central,F,No,75,90,59%,Low,1.0,No
Ref#40581,21 yrs,Female,Central,M,Yes,51,61,79%,Low,4.0,Yes
Ref#40593,20 yrs,Male,Eastern,M+F,Yes,83,99,52%,Avg,2.0,Yes
Ref#40604,16 yrs,Male,Eastern,M+F,Yes,13,10,92%,Avg,2.0,Yes
Ref#40615,17 yrs,Male,Eastern,M+F,No,55,66,21%,Avg,2.5,No
Ref#40625,18 yrs,Male,Central,M,Yes,15,12,68%,Avg,3.5,Yes
Ref#40635,22 yrs,Female,Central,M+F,Yes,85,100,26%,Low,3.5,Yes
Ref#40644,21 yrs,Male,Central,M+F,Yes,49,39,67%,Low,4.5,Yes
Ref#40654,20 yrs,Male,Western,F,Yes,41,32,97%,Avg,1.5,No
Ref#40664,18 yrs,Male,Central,M,Yes,59,70,100%,High,4.0,Yes
Ref#40671,19 yrs,Female,Western,M+F,Yes,19,15,74%,Low,2.5,Yes
Ref#40689,23 yrs,Female,Central,F,Yes,42,33,71%,Low,4.0,Yes
Ref#40690,15 yrs,Female,Eastern,F,No,31,24,37%,High,4.5,Yes
Ref#40707,19 yrs,Female,Eastern,M+F,Yes,28,22,67%,Avg,1.5,Yes
Ref#40717,23 yrs,Male,Central,M+F,Yes,90,100,91%,Avg,2.0,Yes
Ref#40728,16 yrs,Female,Eastern,F,Yes,81,97,74%,High,3.0,Yes
Ref#40731,21 yrs,Male,Eastern,M,No,50,60,65%,High,4.0,Yes
Ref#40749,17 yrs,Female,Eastern,M+F,Yes,19,15,86%,Avg,2.5,Yes
Ref#40754,16 yrs,Female,Western,M+F,Yes,100,100,72%,Low,3.5,Yes
Ref#40762,18 yrs,Male,Western,M,No,10,8,40%,Avg,4.0,Yes
Ref#40779,19 yrs,Male,Western,M,Yes,52,62,98%,Low,4.0,Yes
Ref#40786,21 yrs,Male,Western,M+F,Yes,84,100,73%,High,3.5,Yes
Ref#40799,16 yrs,Male,Western,F,Yes,33,26,74%,High,2.5,No
Ref#40808,22 yrs,Male,Central,M,No,88,100,97%,Avg,1.5,Yes
Ref#40817,20 yrs,Male,Central,F,No,81,97,69%,High,3.0,Yes
Ref#40821,15 yrs,Male,Central,M+F,No,74,88,27%,High,1.0,No
Ref#40839,18 yrs,Male,Eastern,F,No,25,20,64%,Avg,1.0,No
Ref#40848,21 yrs,Female,Central,M+F,Yes,49,39,25%,Avg,1.5,Yes
Ref#40857,23 yrs,Female,Eastern,M+F,Yes,35,28,75%,Low,4.5,Yes
Ref#40862,19 yrs,Male,Central,F,Yes,77,92,23%,Low,4.0,Yes
Ref#40876,18 yrs,Male,Central,M,Yes,90,100,93%,High,4.5,Yes
Ref#40885,19 yrs,Female,Central,M,No,36,28,76%,High,4.5,Yes
Ref#40897,18 yrs,Male,Central,M+F,Yes,83,99,21%,Low,3.5,Yes
Ref#40900,21 yrs,Male,Eastern,F,No,100,100,45%,High,2.5,Yes
Ref#40913,23 yrs,Female,Central,M+F,Yes,12,9,20%,High,1.0,Yes
Ref#40922,17 yrs,Female,Eastern,F,No,73,87,38%,High,2.0,No
Ref#40937,20 yrs,Male,Central,M+F,No,90,100,66%,Avg,3.0,Yes
Ref#40940,20 yrs,Male,Eastern,F,No,98,100,89%,Low,3.0,Yes
Ref#40958,18 yrs,Female,Eastern,F,Yes,81,97,54%,High,3.5,Yes
Ref#40965,18 yrs,Male,Central,F,No,81,97,65%,Low,3.5,Yes
Ref#40974,21 yrs,Female,Western,M,No,51,61,68%,High,1.0,No
Ref#40980,19 yrs,Male,Eastern,M+F,Yes,59,70,21%,High,3.5,Yes
Ref#40996,16 yrs,Male,Western,M,No,79,94,85%,Low,1.5,Yes
Ref#41003,17 yrs,Male,Western,F,Yes,65,78,80%,Low,1.5,No
Ref#41012,23 yrs,Male,Western,M,No,84,100,42%,High,2.0,Yes
Ref#41028,21 yrs,Female,Eastern,M,No,93,100,83%,Avg,1.0,Yes
Ref#41039,23 yrs,Female,Western,F,Yes,20,16,80%,Avg,1.5,No
Ref#41043,18 yrs,Female,Central,F,Yes,85,100,74%,High,1.0,Yes
Ref#41059,16 yrs,Male,Central,M+F,No,54,64,12%,Avg,3.0,No
Ref#41060,19 yrs,Female,Central,M,Yes,49,39,46%,Low,3.0,No
Ref#41077,17 yrs,Female,Central,M+F,No,67,80,26%,Low,4.5,Yes
Ref#41089,22 yrs,Male,Central,M,No,100,100,27%,High,2.0,Yes
Ref#41092,20 yrs,Male,Central,M+F,Yes,91,100,34%,High,1.5,Yes
Ref#41104,21 yrs,Male,Eastern,M+F,Yes,100,100,91%,Avg,4.5,Yes
Ref#41115,15 yrs,Female,Western,F,Yes,38,30,40%,High,1.5,No
Ref#41121,21 yrs,Female,Western,M,No,70,84,36%,Avg,3.0,No
Ref#41134,19 yrs,Male,Western,M,No,48,38,63%,Avg,1.5,No
Ref#41147,16 yrs,Male,Eastern,F,Yes,20,16,54%,Avg,2.5,No
Ref#41152,17 yrs,Female,Eastern,F,No,66,79,28%,Avg,5.0,Yes
Ref#41163,21 yrs,Male,Eastern,M+F,No,17,13,88%,High,1.5,Yes
Ref#41172,22 yrs,Male,Central,M,No,36,28,15%,Low,2.0,No
Ref#41183,22 yrs,Female,Eastern,F,No,73,87,20%,High,3.0,No
Ref#41191,20 yrs,Female,Central,M,No,19,15,76%,Low,3.0,No
Ref#41203,17 yrs,Male,Western,M,No,100,100,38%,Low,3.5,Yes
Ref#41212,16 yrs,Female,Eastern,F,Yes,56,67,11%,Low,2.0,No
Ref#41221,23 yrs,Female,Central,M+F,Yes,47,37,97%,Avg,2.5,Yes
Ref#41236,20 yrs,Female,Eastern,M,Yes,63,75,58%,Low,3.5,Yes
Ref#41248,16 yrs,Male,Western,F,Yes,46,36,85%,Avg,2.0,No
Ref#41252,18 yrs,Female,Central,F,No,54,64,42%,Avg,3.5,Yes
Ref#41264,23 yrs,Female,Western,M+F,Yes,97,100,16%,High,1.0,Yes
Ref#41270,15 yrs,Male,Western,F,Yes,73,87,26%,Avg,1.0,No
Ref#41287,18 yrs,Male,Western,M+F,No,92,100,65%,Low,5.0,Yes
Ref#41291,18 yrs,Male,Central,M+F,Yes,77,92,51%,High,2.0,Yes
Ref#41306,20 yrs,Male,Eastern,F,No,67,80,20%,Avg,4.0,Yes
Ref#41310,15 yrs,Female,Central,M,Yes,100,100,40%,Low,1.5,Yes
Ref#41322,21 yrs,Male,Western,F,No,18,14,24%,Avg,2.0,No
Ref#41334,21 yrs,Female,Central,F,No,41,32,25%,Low,3.0,No
Ref#41349,18 yrs,Male,Central,M,No,98,100,13%,Low,2.0,Yes
Ref#41352,17 yrs,Female,Western,F,Yes,90,100,24%,Low,2.0,Yes
Ref#41361,23 yrs,Female,Western,M+F,No,20,16,10%,High,3.0,No
Ref#41374,16 yrs,Male,Central,F,No,72,86,27%,High,4.5,Yes
Ref#41387,23 yrs,Female,Central,M,No,66,79,64%,Low,3.5,Yes
Ref#41390,20 yrs,Male,Eastern,M,No,14,11,28%,High,2.5,No
Ref#41408,18 yrs,Female,Western,M,Yes,64,76,25%,High,3.5,Yes
Ref#41416,15 yrs,Male,Eastern,M+F,No,70,84,88%,High,2.5,Yes
Ref#41425,23 yrs,Female,Central,M,No,44,35,13%,High,4.5,Yes
Ref#41438,20 yrs,Male,Western,M,Yes,74,88,47%,Avg,2.5,No
Ref#41445,15 yrs,Female,Eastern,M+F,No,91,100,38%,Low,4.0,Yes
Ref#41452,20 yrs,Female,Western,M,No,40,32,44%,High,3.0,No
Ref#41468,17 yrs,Male,Western,M,Yes,95,100,90%,Low,2.0,Yes
Ref#41473,20 yrs,Male,Eastern,M,Yes,73,87,100%,Low,2.0,No
Ref#41489,21 yrs,Female,Eastern,M+F,Yes,72,86,84%,Avg,4.0,Yes
Ref#41490,22 yrs,Male,Central,M,Yes,25,20,49%,Low,2.0,No
Ref#41506,16 yrs,Female,Central,M,No,26,20,38%,Avg,3.5,Yes
Ref#41511,15 yrs,Male,Eastern,M+F,Yes,41,32,87%,High,1.5,Yes
Ref#41524,20 yrs,Female,Western,M,Yes,77,92,33%,Low,4.0,Yes
Ref#41537,19 yrs,Male,Western,M+F,No,46,36,62%,Avg,3.5,Yes
Ref#41542,19 yrs,Female,Western,M,No,37,29,40%,Avg,1.5,No
Ref#41559,20 yrs,Male,Eastern,F,No,99,100,57%,Avg,3.0,Yes
Ref#41567,20 yrs,Female,Western,M,No,48,38,19%,Avg,3.5,Yes
Ref#41574,23 yrs,Female,Eastern,M+F,No,31,24,21%,Low,1.5,No
Ref#41588,17 yrs,Female,Central,F,No,85,100,66%,Avg,2.0,Yes
Ref#41591,17 yrs,Male,Eastern,M+F,No,78,93,81%,Avg,4.5,Yes
Ref#41605,16 yrs,Male,Western,M+F,No,12,9,18%,Low,3.0,No
Ref#41613,19 yrs,Male,Eastern,M+F,No,50,60,79%,High,2.0,Yes
