Gender,Location,Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
Female,Qassim,16,21,8,22,80,89,82,87
Female,Jeddah,16,21,11,20,69,72,81,74
Male,Jeddah,15,23,15,15,89,82,86,79
Female,Makkah,10,12,24,11,51,52,45,46
Female,Riyadh,2,8,24,2,24,30,15,18
Male,Riyadh,11,11,23,11,40,46,36,42
Male,Madinah,9,17,12,2,31,36,37,26
Female,Dammam,13,17,10,9,30,33,43,31
Female,Jeddah,10,6,24,17,63,65,65,63
Female,Dhahran,13,5,22,21,73,79,67,79
Female,Riyadh,12,18,25,16,75,75,82,71
Female,Dhahran,17,17,19,24,75,80,80,79
Male,Makkah,3,11,20,11,26,21,28,25
Female,Dammam,7,22,21,7,30,14,16,22
Male,Dhahran,10,13,9,15,75,64,74,66
Female,Makkah,19,24,5,17,85,78,83,80
Female,Qassim,5,6,6,9,44,33,40,35
Female,Riyadh,16,18,23,16,83,91,96,79
Female,Makkah,5,8,11,9,49,44,43,39
Male,Madinah,7,18,6,9,56,58,55,47
Male,Dammam,18,18,15,12,65,68,67,65
Female,Qassim,20,16,6,22,84,82,85,85
Male,Jeddah,17,14,15,23,76,88,75,84
Female,Madinah,2,23,24,4,31,18,34,18
Female,Dhahran,13,22,19,11,59,61,74,58
Female,Jeddah,12,15,7,12,43,56,49,52
Male,Riyadh,25,11,20,17,90,100,91,94
Female,Makkah,19,5,18,20,85,98,90,92
Male,Makkah,6,24,8,3,29,30,35,25
Male,Dammam,20,24,13,18,83,75,81,79
Male,Makkah,7,21,14,15,50,55,42,54
Male,Qassim,9,6,10,14,55,44,57,49
Female,Jeddah,6,8,11,13,38,43,42,41
Female,Riyadh,14,20,24,10,35,36,53,36
Female,Madinah,3,6,23,7,35,40,36,32
Male,Dammam,14,9,9,18,67,67,63,69
Female,Jeddah,13,9,14,6,51,41,38,43
Female,Makkah,7,17,21,7,40,41,48,33
Female,Qassim,17,13,8,16,86,78,71,75
Female,Dhahran,13,23,15,13,45,39,30,44
Female,Riyadh,17,25,10,18,80,62,80,73
Male,Dhahran,0,22,20,10,15,29,24,21
Female,Makkah,21,7,24,20,63,70,65,72
Female,Makkah,12,10,17,5,38,28,46,33
Male,Makkah,17,18,21,14,73,74,81,70
Male,Qassim,20,17,11,19,80,96,98,84
Female,Dhahran,10,18,14,8,24,31,30,31
Male,Makkah,10,21,19,13,45,51,51,48
Male,Madinah,6,10,25,5,44,54,50,41
Male,Dhahran,12,24,11,9,38,34,45,37
Male,Dhahran,19,23,16,17,79,77,82,78
Male,Qassim,14,15,7,13,82,85,81,74
Female,Dammam,14,18,23,12,39,54,50,48
Male,Dammam,11,17,21,14,48,55,40,51
Male,Jeddah,15,10,12,10,60,67,61,60
Female,Jeddah,5,6,10,12,22,22,29,25
Female,Dhahran,12,21,12,7,47,49,53,45
Female,Qassim,7,6,10,16,50,63,49,56
Female,Qassim,13,20,20,12,30,43,42,40
Male,Qassim,19,24,10,11,76,70,81,70
Female,Jeddah,10,24,9,6,37,43,39,34
Male,Riyadh,14,24,10,17,90,95,92,85
Female,Dammam,18,7,20,15,72,79,72,74
Female,Dammam,15,7,19,20,97,80,100,85
Female,Madinah,18,14,23,21,92,77,77,86
Male,Dhahran,12,7,21,15,49,42,55,50
Male,Madinah,13,19,22,7,56,40,45,40
Female,Dammam,14,13,12,15,61,49,58,56
Female,Riyadh,13,15,8,12,62,81,74,68
Female,Jeddah,15,12,23,24,96,94,94,90
Female,Madinah,13,22,5,4,38,34,46,30
Male,Dammam,11,5,15,4,35,33,48,32
Male,Dammam,25,23,19,24,100,80,99,94
Male,Jeddah,19,14,18,18,82,68,66,74
Female,Qassim,6,6,25,1,31,25,24,20
Male,Makkah,20,22,13,18,81,88,90,84
Female,Qassim,11,20,25,9,47,53,60,46
Female,Dammam,7,6,20,3,24,30,28,21
Female,Dammam,22,7,17,20,80,85,86,84
Male,Makkah,1,19,22,3,35,20,25,18
Male,Madinah,4,12,16,7,48,40,30,37
Male,Makkah,16,8,24,22,97,88,83,88
Female,Riyadh,5,6,8,10,14,15,23,18
Female,Jeddah,22,11,8,16,67,66,72,66
Male,Qassim,23,22,21,23,88,89,92,89
Male,Madinah,14,25,12,12,82,77,74,72
Male,Qassim,15,22,7,16,68,63,75,66
Male,Riyadh,21,9,5,16,79,92,83,80
Female,Jeddah,8,19,10,9,48,51,50,42
Male,Madinah,13,7,24,15,75,76,63,71
Female,Qassim,9,22,17,5,13,23,30,21
Female,Madinah,16,6,18,9,64,55,66,53
Male,Qassim,16,12,21,18,76,72,72,72
Male,Madinah,17,5,8,8,60,50,54,51
Female,Jeddah,7,22,23,15,39,43,35,43
Female,Riyadh,19,5,10,15,89,77,77,80
Female,Dhahran,17,19,11,18,89,87,99,86
Female,Jeddah,14,21,13,10,31,30,34,37
Male,Madinah,13,14,5,21,84,86,74,85
Male,Makkah,19,15,11,21,82,75,64,79
Male,Qassim,8,25,25,14,57,59,64,53
Male,Makkah,23,11,25,15,86,100,96,89
Male,Madinah,17,16,16,15,86,87,87,83
Female,Dhahran,15,25,8,23,80,83,96,85
Male,Riyadh,11,5,13,12,60,66,62,59
Male,Madinah,7,15,8,10,30,26,31,32
Female,Qassim,19,14,11,13,66,70,65,66
Female,Riyadh,23,20,20,20,77,80,90,80
Female,Madinah,1,14,18,5,18,23,18,17
Female,Dammam,16,24,6,18,88,89,89,82
Male,Qassim,22,23,9,18,81,78,69,80
Male,Dammam,12,5,14,13,76,86,72,76
Male,Dammam,13,25,8,19,67,80,70,71
Male,Jeddah,9,12,23,6,25,24,23,27
Female,Jeddah,15,18,5,10,51,39,51,44
Male,Qassim,12,10,22,9,63,71,55,61
Male,Qassim,16,23,11,16,86,78,93,79
Male,Riyadh,8,16,13,12,29,41,36,37
Male,Madinah,14,18,5,23,89,89,86,90
Male,Madinah,4,19,8,4,25,17,17,18
Female,Dhahran,20,15,11,11,71,73,75,66
Female,Dhahran,17,6,11,18,63,52,67,59
Male,Dammam,12,19,15,12,63,65,78,62
Female,Makkah,23,8,23,17,84,86,96,84
Female,Makkah,14,12,9,12,70,83,83,68
Female,Riyadh,8,12,5,11,37,39,41,40
Female,Dhahran,5,21,24,2,18,33,36,24
Male,Riyadh,7,13,19,6,29,22,15,23
Male,Dammam,7,10,12,10,41,41,52,40
Female,Riyadh,1,9,17,6,14,21,24,18
Female,Dammam,10,21,8,8,19,28,22,27
Female,Riyadh,11,23,20,13,57,67,55,58
Female,Dammam,12,20,23,7,31,44,45,34
Female,Makkah,18,12,17,20,92,89,81,86
Male,Riyadh,20,6,7,24,96,90,98,92
Female,Jeddah,6,25,7,8,35,49,33,38
Male,Dhahran,19,25,20,12,58,68,67,60
Male,Jeddah,7,8,5,13,47,56,57,52
Male,Riyadh,11,10,9,4,36,37,45,31
Male,Madinah,6,15,9,12,49,43,38,44
Male,Madinah,11,20,6,20,75,62,63,67
Female,Makkah,17,6,6,23,73,88,78,84
Female,Madinah,14,24,13,11,39,32,43,36
Male,Dhahran,8,12,6,15,57,66,62,61
Male,Dammam,11,17,7,5,38,39,32,34
Male,Jeddah,19,16,17,23,100,85,83,90
Female,Makkah,20,6,5,18,99,100,82,92
Female,Riyadh,6,25,5,10,21,28,24,26
Male,Dammam,18,18,24,20,64,63,68,68
Male,Jeddah,19,7,16,25,89,87,81,91
Female,Makkah,20,24,9,22,95,91,88,91
Male,Riyadh,3,15,25,10,29,34,42,29
Male,Qassim,8,21,9,3,21,27,40,19
Male,Dhahran,12,21,7,7,40,40,31,38
Female,Madinah,1,8,5,9,36,24,23,25
Female,Dammam,9,8,16,10,17,27,15,29
Male,Dammam,17,9,24,21,82,85,97,83
Female,Jeddah,13,8,18,9,46,40,39,43
Male,Qassim,14,18,17,17,53,58,56,59
Female,Riyadh,17,22,6,18,78,94,82,84
Female,Makkah,17,14,8,15,49,51,52,52
Male,Qassim,11,8,11,12,21,38,29,33
Female,Makkah,16,12,20,17,67,74,74,68
Male,Dammam,13,9,23,17,66,62,81,64
Female,Dhahran,15,20,9,16,55,62,60,58
Male,Jeddah,12,24,13,20,78,62,64,70
Male,Qassim,5,6,21,2,19,19,26,18
Male,Riyadh,24,10,8,15,85,94,89,83
Female,Jeddah,9,14,11,13,31,38,38,35
Female,Dammam,12,7,23,12,50,57,55,53
Female,Qassim,6,23,24,10,31,36,29,35
Male,Makkah,14,10,5,21,69,77,72,72
Male,Dammam,24,25,10,14,82,94,87,83
Male,Makkah,16,12,13,15,88,86,91,79
Male,Qassim,3,20,12,6,21,22,19,17
Male,Riyadh,11,12,24,12,51,38,55,41
Male,Jeddah,3,9,24,5,24,21,32,21
Male,Dhahran,13,25,6,15,50,60,53,58
Male,Madinah,19,19,10,25,93,81,84,88
Male,Makkah,7,9,8,10,36,31,29,31
Male,Jeddah,8,18,24,10,49,67,53,54
Male,Makkah,19,13,17,15,66,60,71,66
Male,Dhahran,16,10,16,15,51,58,64,59
Male,Madinah,17,7,19,25,91,100,85,94
Male,Qassim,6,17,17,2,34,22,34,24
Male,Jeddah,20,5,20,14,89,78,88,78
Male,Qassim,11,22,10,13,42,32,44,37
Male,Dhahran,6,7,12,3,42,45,31,37
Male,Makkah,12,21,23,14,57,71,59,60
Female,Makkah,16,17,12,9,52,48,52,47
Female,Makkah,6,22,20,6,26,25,35,25
Female,Makkah,9,11,17,7,46,35,49,34
Male,Dhahran,16,18,18,17,77,82,81,77
Female,Dammam,7,10,8,11,45,45,63,44
Female,Jeddah,19,13,14,11,56,66,57,61
Male,Jeddah,11,13,11,7,46,50,42,45
Male,Makkah,14,9,24,5,43,39,36,39
Female,Dammam,14,21,20,9,36,41,52,41
Male,Jeddah,5,25,13,0,30,26,24,19
Male,Qassim,17,12,10,8,49,62,48,55
Female,Dammam,20,9,18,14,79,85,71,76
Female,Jeddah,22,9,21,14,88,87,95,85
Female,Dammam,17,18,21,18,91,78,88,79
Female,Riyadh,1,19,16,2,21,17,25,12
Female,Riyadh,11,23,12,17,60,72,58,65
Female,Qassim,19,10,17,13,76,72,84,71
Female,Dammam,10,18,8,16,59,64,64,60
Female,Riyadh,23,19,13,19,92,85,88,87
Female,Dhahran,21,14,23,19,87,85,80,86
Male,Madinah,1,19,18,9,28,26,17,25
Female,Riyadh,4,11,17,5,19,27,17,20
Male,Jeddah,10,10,7,9,56,58,68,51
Male,Qassim,18,15,8,15,64,60,54,61
Male,Makkah,4,9,11,3,32,21,26,23
Male,Dammam,14,17,14,9,42,44,35,44
Female,Jeddah,8,5,10,11,54,44,52,48
Female,Dhahran,8,23,11,5,29,33,27,31
Female,Madinah,11,8,17,11,35,18,34,31
Female,Makkah,15,24,8,18,66,73,70,72
Female,Dammam,9,20,18,6,35,35,41,30
Male,Madinah,18,5,7,24,88,85,100,89
Male,Riyadh,16,6,21,10,40,55,55,49
Female,Makkah,15,8,10,17,65,69,71,69
Male,Jeddah,22,6,22,21,71,86,74,84
Male,Riyadh,14,24,8,22,93,93,86,90
Male,Dammam,2,22,15,10,21,38,24,31
Male,Qassim,15,18,16,5,51,35,42,41
Male,Madinah,5,6,14,6,13,14,32,15
Male,Madinah,3,25,7,5,35,20,28,21
Female,Dammam,11,24,25,10,59,54,68,49
Male,Jeddah,17,17,8,22,94,99,89,93
Female,Dammam,21,21,23,15,68,79,68,76
Male,Makkah,14,16,6,17,57,54,62,56
Female,Dammam,17,17,7,21,82,79,89,82
Female,Madinah,20,14,21,19,69,69,81,70
Female,Jeddah,9,10,15,9,43,47,53,42
Male,Jeddah,10,19,8,9,51,40,44,41
Male,Madinah,16,18,11,19,80,78,82,78
Female,Makkah,9,5,10,12,39,52,46,47
Female,Jeddah,22,10,12,20,73,69,85,74
Female,Dhahran,16,15,17,8,49,68,48,57
Male,Qassim,11,25,11,5,47,41,41,36
Female,Dhahran,21,21,14,17,81,84,86,78
Female,Madinah,6,21,16,2,29,25,17,20
Male,Madinah,10,22,20,11,39,41,56,43
Male,Madinah,12,12,6,3,38,21,27,23
Male,Jeddah,9,21,24,8,65,53,51,52
Female,Qassim,12,21,6,9,55,53,52,47
Male,Dhahran,15,5,24,9,55,55,37,50
Female,Dhahran,14,9,10,7,47,59,58,50
Male,Jeddah,0,13,9,5,18,13,23,10
Male,Qassim,12,20,25,4,35,40,50,33
Female,Makkah,19,19,12,16,100,81,89,86
Male,Makkah,20,25,13,15,82,79,81,78
Female,Madinah,16,24,18,18,81,83,95,79
Male,Makkah,12,12,25,5,42,40,52,38
Male,Dammam,5,8,12,11,38,26,37,29
Male,Makkah,9,5,13,11,49,37,44,43
Female,Madinah,10,6,17,2,40,21,40,26
Female,Jeddah,9,7,6,2,37,32,31,29
Male,Jeddah,21,21,21,15,71,82,66,74
Male,Qassim,12,5,6,12,65,66,61,58
Female,Dhahran,23,10,12,22,97,96,98,95
Male,Dammam,21,5,7,13,70,70,76,68
Female,Riyadh,16,7,14,15,79,78,79,71
Male,Qassim,5,16,6,4,37,17,28,21
Male,Qassim,12,18,18,22,76,75,77,76
Female,Dhahran,10,16,6,6,28,18,28,22
Male,Riyadh,15,21,21,24,82,84,81,82
Male,Dammam,11,23,19,6,35,30,30,30
Female,Dhahran,14,14,14,10,51,48,53,46
Male,Jeddah,17,5,24,18,96,98,91,89
Female,Riyadh,16,13,16,17,95,75,83,80
Male,Qassim,16,9,11,16,74,60,76,66
Male,Dammam,21,22,21,13,67,71,71,67
Male,Madinah,5,25,21,5,27,28,39,23
Female,Madinah,15,18,9,13,80,73,75,68
Female,Dhahran,7,23,9,13,55,50,44,48
Male,Dammam,9,5,20,8,42,41,48,36
Male,Makkah,7,20,6,12,43,41,45,43
Male,Makkah,11,7,25,8,62,55,62,54
Male,Dhahran,20,16,14,18,65,61,73,64
Male,Jeddah,18,5,13,16,82,66,63,70
Female,Madinah,12,25,24,14,68,71,72,65
Female,Jeddah,19,6,14,12,65,80,70,71
Female,Dammam,22,11,23,15,84,95,84,83
Female,Makkah,20,21,6,15,76,73,58,75
Female,Dhahran,4,7,6,7,40,21,35,25
Female,Madinah,0,15,17,1,28,32,16,19
Male,Makkah,10,25,7,18,63,67,67,62
Male,Riyadh,3,11,18,6,26,15,31,20
Female,Makkah,20,11,11,14,57,77,64,69
Female,Madinah,10,7,16,12,47,39,36,40
Male,Qassim,16,13,15,15,57,61,75,63
Male,Riyadh,17,24,7,12,62,44,55,54
Female,Jeddah,6,5,5,7,29,31,33,31
Male,Dhahran,19,19,9,15,75,76,83,76
Male,Dammam,10,18,8,8,40,38,41,34
Male,Madinah,13,8,7,23,85,81,82,85
Female,Madinah,8,19,13,6,37,29,22,31
Male,Riyadh,17,19,12,13,66,71,83,63
Female,Dhahran,11,18,14,10,17,19,22,21
Female,Makkah,18,10,13,16,50,68,57,64
Male,Dhahran,14,8,12,15,54,44,55,51
Female,Jeddah,9,24,14,15,57,44,48,51
Male,Makkah,11,12,15,12,77,73,57,66
Female,Dhahran,11,18,20,16,60,60,58,58
Male,Madinah,14,12,21,10,70,68,68,64
Male,Makkah,18,5,9,14,62,65,51,66
Female,Dhahran,8,23,16,16,65,52,51,54
Male,Dammam,24,22,16,20,91,91,79,92
Female,Riyadh,15,20,10,9,42,44,52,40
Male,Qassim,23,22,25,22,76,84,80,83
Male,Dhahran,23,7,23,14,71,76,89,73
Female,Jeddah,19,21,11,15,59,64,73,66
Male,Dhahran,11,10,8,12,40,35,31,41
Female,Makkah,10,7,21,14,65,67,70,64
Male,Dhahran,22,14,23,19,84,84,86,85
Female,Riyadh,14,16,22,16,84,86,88,76
Male,Dammam,16,11,10,16,56,64,61,62
Male,Makkah,20,7,7,14,93,86,94,80
Female,Riyadh,15,9,19,6,46,36,50,40
Female,Madinah,5,16,7,4,17,13,15,16
Male,Madinah,5,20,25,13,35,37,31,36
Male,Riyadh,10,17,5,10,48,41,52,40
Female,Makkah,18,21,14,20,85,90,92,88
Female,Makkah,19,13,9,22,95,98,96,97
Female,Jeddah,20,22,5,16,88,80,74,82
Female,Makkah,13,10,16,12,58,54,46,54
Male,Makkah,7,8,19,5,35,21,30,23
Female,Jeddah,13,7,8,10,35,34,39,36
Male,Madinah,15,23,11,22,82,96,85,86
Male,Dammam,22,17,13,21,84,87,82,89
Male,Madinah,8,25,23,3,45,39,29,35
Female,Dhahran,3,16,10,3,27,24,25,20
Male,Dammam,14,23,24,17,81,84,73,77
Female,Dhahran,1,11,5,2,28,36,18,24
Male,Madinah,11,6,18,10,44,37,47,40
Female,Qassim,13,25,22,12,78,82,71,74
Female,Dammam,19,23,6,12,65,65,60,60
Female,Dhahran,2,25,20,6,27,30,32,24
Female,Madinah,12,13,14,5,43,38,50,37
Male,Dhahran,11,22,18,6,50,42,43,43
Male,Qassim,13,23,20,6,56,52,42,46
Male,Makkah,8,7,23,5,45,43,55,36
Female,Makkah,9,14,22,6,23,28,21,25
Male,Madinah,20,24,10,22,79,86,67,87
Female,Dammam,10,9,13,7,47,49,49,44
Male,Jeddah,0,12,6,8,12,31,16,21
Female,Makkah,14,19,10,15,50,61,47,56
Female,Dammam,16,7,17,14,79,78,79,70
Female,Dammam,18,8,21,19,58,55,52,64
Male,Dhahran,9,23,12,6,33,29,35,29
Male,Dammam,4,15,10,3,19,30,19,23
Male,Qassim,15,11,10,13,53,41,47,49
Male,Madinah,9,13,11,6,35,33,29,33
Male,Dammam,12,15,8,14,55,54,72,57
Male,Makkah,11,10,21,18,77,64,69,68
Female,Qassim,12,7,9,12,60,56,61,53
Female,Dammam,2,15,25,10,13,21,25,18
Female,Jeddah,8,6,14,14,55,47,46,48
Female,Riyadh,14,23,9,19,92,75,94,80
Female,Riyadh,4,6,20,5,25,28,23,26
Female,Dammam,10,25,25,13,57,69,58,58
Female,Madinah,16,13,5,10,59,59,77,58
Female,Dammam,18,25,16,20,77,66,62,72
Female,Makkah,12,19,25,9,51,44,40,43
Female,Dammam,10,19,18,6,45,52,53,40
Male,Qassim,15,21,6,8,59,63,61,57
Male,Dhahran,16,14,23,12,68,78,78,67
Female,Madinah,12,7,23,16,81,72,79,73
Female,Madinah,21,13,21,23,84,75,74,83
Female,Dhahran,14,5,13,12,79,67,66,64
Female,Madinah,11,6,24,10,40,50,41,42
Female,Dammam,10,21,16,9,29,24,25,31
Male,Qassim,17,7,21,11,69,68,71,62
Female,Jeddah,11,8,13,5,34,41,31,35
Female,Dhahran,2,22,7,0,22,19,17,13
Female,Riyadh,9,8,24,15,53,55,53,52
Female,Makkah,13,7,10,12,43,49,46,50
Female,Qassim,9,22,19,7,59,58,64,48
Male,Dammam,9,18,8,14,51,40,51,48
Male,Jeddah,8,21,7,5,53,48,46,44
Female,Jeddah,15,22,25,13,59,47,48,53
Male,Qassim,4,20,11,6,12,26,17,19
Male,Jeddah,20,15,22,17,64,71,82,68
Male,Qassim,11,9,18,4,46,50,35,41
Male,Dhahran,7,18,7,6,25,27,36,23
Male,Madinah,8,22,16,3,26,25,18,21
Female,Jeddah,16,14,12,17,56,56,64,57
Female,Qassim,18,23,24,19,63,69,58,70
Male,Jeddah,15,25,23,14,56,46,48,50
Female,Jeddah,21,6,16,19,69,84,76,77
Male,Qassim,13,18,23,7,45,38,43,39
Male,Qassim,4,20,13,12,40,47,34,42
Male,Qassim,7,24,5,5,37,33,27,33
Male,Qassim,10,21,9,4,47,49,32,38
Female,Makkah,15,16,14,19,92,81,87,85
Male,Qassim,16,22,15,14,59,55,43,57
Female,Makkah,14,5,9,14,67,81,73,72
Female,Dhahran,1,22,10,8,21,18,37,19
Male,Riyadh,8,12,8,7,42,50,46,39
Male,Dhahran,15,22,23,16,58,56,55,58
Male,Dammam,18,17,19,13,77,71,81,68
Female,Makkah,19,13,20,17,82,78,66,79
Female,Qassim,10,20,18,18,72,69,57,70
Female,Makkah,4,14,16,3,25,20,18,18
Female,Jeddah,21,24,5,19,93,90,78,90
Female,Qassim,18,13,12,12,72,73,71,71
Male,Jeddah,22,9,22,15,84,80,84,79
Female,Riyadh,9,14,21,7,47,44,53,38
Male,Madinah,10,21,6,14,63,66,56,59
Female,Jeddah,11,19,22,12,75,61,71,64
Male,Jeddah,14,15,9,6,34,48,35,38
Male,Madinah,1,17,25,0,18,15,17,8
Male,Makkah,9,18,14,13,35,39,45,42
Male,Makkah,10,11,18,16,45,53,52,51
Female,Dammam,12,21,25,5,28,28,35,26
Female,Jeddah,9,16,9,10,49,50,54,44
Male,Dhahran,13,25,6,13,72,70,71,64
Female,Dammam,11,12,10,10,56,63,67,56
Female,Makkah,6,11,11,5,23,27,32,20
Male,Riyadh,11,23,7,6,47,54,54,44
Male,Dammam,10,20,21,6,29,40,28,33
Male,Qassim,15,8,20,25,86,87,95,86
Male,Jeddah,6,19,10,16,53,56,39,51
Female,Makkah,11,18,25,17,71,63,76,66
Male,Jeddah,6,11,19,8,56,59,47,50
Female,Riyadh,7,22,9,8,28,32,28,29
Male,Jeddah,13,20,12,10,49,53,51,50
Male,Qassim,17,5,7,21,89,87,85,87
Female,Qassim,6,20,22,10,34,35,36,35
Female,Dhahran,5,18,17,2,16,14,14,12
Female,Makkah,11,21,24,10,49,30,37,38
Female,Makkah,6,15,16,1,12,24,18,15
Female,Madinah,11,21,11,4,34,34,27,31
Female,Madinah,5,25,24,10,31,22,24,24
Male,Dammam,12,7,13,12,61,62,44,55
Male,Riyadh,8,8,8,9,30,37,34,34
Male,Qassim,10,25,17,19,61,74,70,69
Female,Qassim,16,5,20,19,52,65,68,66
Female,Makkah,8,24,20,11,60,57,62,55
Male,Jeddah,6,10,14,4,24,41,21,26
Male,Dhahran,5,23,8,5,33,46,46,32
Female,Jeddah,6,21,7,7,39,36,27,34
Male,Dhahran,19,19,14,15,78,95,79,79
Female,Makkah,8,10,11,4,48,47,30,42
Male,Qassim,10,10,24,16,64,54,58,57
Male,Dammam,13,19,10,14,72,71,80,67
Male,Madinah,11,19,24,17,49,66,68,57
Female,Dammam,1,12,11,6,29,18,33,17
Female,Madinah,6,19,8,13,41,42,45,39
Female,Dhahran,15,17,21,17,63,67,63,66
Male,Madinah,8,15,24,11,53,48,40,45
Male,Jeddah,15,11,12,9,67,67,62,59
Male,Madinah,14,7,13,12,77,74,57,68
Male,Madinah,15,18,12,16,70,53,69,60
Male,Dammam,23,5,23,18,80,84,89,80
Male,Makkah,7,7,21,3,44,34,39,32
Male,Jeddah,12,15,16,7,45,50,44,43
Female,Madinah,12,24,11,10,53,52,63,51
Male,Makkah,13,5,25,14,83,71,72,72
Male,Dammam,10,17,17,12,33,44,42,43
Female,Dhahran,11,13,10,9,47,35,35,41
Female,Jeddah,21,20,7,15,70,78,82,72
Female,Riyadh,14,22,21,12,37,37,38,39
Male,Qassim,9,16,11,8,29,35,36,30
Female,Riyadh,11,13,11,14,40,38,50,45
Female,Makkah,15,11,8,12,58,59,66,56
Male,Jeddah,25,15,23,18,82,81,93,84
Male,Dammam,12,24,22,13,66,71,66,63
Female,Jeddah,14,20,13,14,47,40,38,47
Female,Qassim,16,15,5,13,69,78,86,67
Female,Riyadh,23,8,17,21,95,82,89,87
Female,Jeddah,2,16,10,11,23,27,19,24
Female,Riyadh,6,21,16,11,38,38,47,37
Male,Makkah,9,5,19,18,71,55,69,61
Female,Riyadh,11,9,17,19,52,62,66,61
Female,Riyadh,24,20,16,23,92,93,83,97
Male,Makkah,7,19,25,12,58,45,51,48
Female,Riyadh,14,17,10,10,50,64,58,53
Male,Madinah,6,22,9,10,34,43,41,40
Male,Jeddah,8,16,19,11,51,58,54,50
Female,Dhahran,2,8,10,9,34,33,27,33
Male,Jeddah,11,18,17,16,76,79,72,74
Male,Dammam,16,23,7,23,98,97,82,92
Female,Madinah,22,14,12,15,79,68,74,72
Male,Qassim,8,5,12,14,51,51,47,50
Male,Makkah,10,18,8,13,28,39,36,35
Female,Madinah,10,18,23,8,68,64,50,58
Male,Jeddah,14,8,6,9,50,33,40,42
Male,Dhahran,17,24,14,16,75,67,68,71
Female,Dammam,20,24,20,18,84,76,79,78
Male,Dammam,17,20,19,20,81,66,81,71
Female,Dammam,17,6,8,11,51,51,65,52
Male,Riyadh,1,11,16,9,22,13,30,15
Male,Dammam,18,22,13,19,81,90,84,85
Female,Dammam,15,17,22,12,64,58,63,56
Female,Jeddah,12,15,12,16,60,68,66,65
Female,Riyadh,9,22,11,4,33,27,33,25
Female,Madinah,19,12,10,23,75,85,77,85
Female,Qassim,11,20,13,11,48,33,47,42
Male,Qassim,19,10,24,24,93,83,91,91
Male,Qassim,8,22,13,5,35,36,51,30
Male,Jeddah,17,10,22,20,84,67,81,75
Female,Riyadh,17,17,12,14,73,81,83,73
Male,Madinah,11,25,19,15,69,77,82,71
Female,Riyadh,5,16,19,6,28,27,22,24
Male,Dammam,15,24,15,11,57,62,64,55
Female,Qassim,9,20,18,14,46,45,49,49
Female,Jeddah,17,14,14,18,85,79,88,82
Male,Dhahran,8,14,14,4,27,38,36,31
Male,Madinah,14,25,15,23,74,90,81,83
Male,Madinah,13,19,14,10,38,33,43,37
Female,Makkah,8,17,10,10,23,41,41,32
Male,Dhahran,17,12,17,15,62,48,50,56
Female,Dhahran,7,6,15,13,42,41,34,44
Male,Riyadh,13,11,16,16,67,71,77,65
Female,Madinah,2,21,16,8,29,21,37,25
Female,Qassim,17,21,15,17,70,69,71,71
Female,Riyadh,21,18,10,23,76,82,87,83
Female,Dhahran,12,14,11,13,37,34,36,38
Male,Riyadh,13,18,5,8,36,34,46,35
Male,Qassim,16,19,14,17,73,75,91,72
Male,Madinah,9,14,9,6,34,28,41,28
Male,Madinah,10,22,15,6,31,24,23,26
Male,Riyadh,16,15,16,12,57,48,67,55
Male,Dammam,18,16,25,10,69,55,70,58
Female,Madinah,15,19,7,9,50,42,51,43
Male,Dhahran,7,10,15,13,63,63,49,60
Male,Madinah,6,6,14,4,36,28,24,29
Female,Qassim,7,19,10,3,33,32,29,25
Male,Qassim,9,15,6,13,33,47,32,40
Female,Qassim,17,22,5,18,77,88,82,79
Male,Dhahran,15,20,14,14,54,49,54,55
Female,Dammam,13,10,25,8,40,38,29,36
Male,Dhahran,4,18,16,6,41,44,32,36
Male,Madinah,18,11,20,18,92,80,76,85
Female,Riyadh,19,15,19,16,76,82,78,76
Female,Dammam,12,22,11,20,80,65,72,73
Male,Jeddah,20,10,24,13,84,75,84,77
Male,Jeddah,16,17,16,23,92,91,88,93
Female,Qassim,21,18,13,19,94,86,95,87
Female,Dhahran,9,11,5,6,31,33,32,33
Female,Dammam,18,10,19,15,59,73,57,67
Male,Madinah,21,20,22,20,83,81,82,80
Male,Dhahran,11,5,20,6,46,42,59,40
Female,Jeddah,7,22,19,9,30,43,37,36
Female,Dammam,6,17,25,7,32,31,21,31
Male,Dammam,7,16,20,9,61,54,63,49
Male,Qassim,20,5,12,17,86,78,94,82
Male,Jeddah,9,19,19,16,60,56,60,54
Male,Makkah,14,24,11,6,53,44,36,45
Male,Makkah,4,20,5,8,38,23,33,28
Male,Qassim,15,6,17,13,41,55,58,51
Female,Qassim,2,7,12,5,24,23,21,20
Male,Riyadh,15,25,20,20,81,76,81,78
Male,Dhahran,18,25,23,15,91,86,85,82
Male,Madinah,9,22,5,8,50,59,63,50
Male,Dhahran,16,16,22,22,69,75,75,73
Female,Jeddah,13,10,23,6,45,55,49,47
Male,Dhahran,5,7,24,10,33,46,42,37
Female,Qassim,9,20,21,2,26,27,31,24
Female,Makkah,9,25,18,14,42,47,50,47
Female,Dhahran,14,16,11,23,80,71,90,76
Female,Dammam,12,12,19,10,64,54,64,51
Male,Dammam,18,13,15,11,54,65,68,57
Male,Dhahran,11,13,8,16,57,56,54,58
Male,Makkah,10,20,25,12,47,45,63,43
Female,Jeddah,3,8,19,8,35,36,22,32
Male,Jeddah,13,13,9,8,49,48,51,42
