Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
15,6,17,16,41,42,41,45
14,13,23,19,86,77,79,75
10,13,24,19,60,60,61,59
20,7,19,22,93,95,86,90
16,19,7,20,95,90,82,85
11,6,11,10,66,71,71,61
2,10,18,3,26,30,17,23
21,16,6,14,79,76,83,77
17,13,10,15,82,64,77,68
14,10,24,15,51,36,53,45
13,10,5,17,65,65,58,63
7,7,23,11,35,40,48,35
17,11,25,17,61,58,54,62
7,22,22,12,32,38,30,34
2,25,20,5,20,26,18,18
10,15,10,9,56,51,61,46
4,6,19,13,35,43,49,39
8,22,11,14,61,56,62,52
15,20,8,20,89,87,87,86
11,10,13,10,48,45,50,45
13,10,23,20,81,77,82,78
19,17,6,22,67,81,85,78
19,11,10,15,68,63,73,67
6,22,21,5,14,32,25,24
1,11,13,5,17,14,15,11
18,6,5,12,61,66,62,59
7,6,18,9,29,31,22,33
10,8,17,13,54,48,41,48
15,19,7,14,51,54,61,53
8,22,25,4,39,45,45,37
6,21,6,10,32,37,45,32
8,19,24,3,21,20,23,16
11,20,25,12,26,24,34,28
3,13,15,12,27,29,32,32
9,10,17,8,33,22,36,29
11,8,16,8,39,50,49,41
1,22,23,9,29,36,31,28
20,10,12,11,68,75,63,66
13,6,18,11,51,40,55,46
12,18,20,10,76,72,63,64
16,11,24,16,80,77,80,76
2,19,24,9,36,27,17,28
6,23,9,7,29,25,23,24
10,8,5,12,44,55,50,47
18,24,12,15,60,63,49,64
6,7,23,6,47,45,51,39
20,12,13,21,82,79,82,82
8,16,23,6,28,22,20,27
5,17,8,11,41,41,40,39
11,14,23,11,22,35,25,32
7,8,12,12,33,45,36,37
12,12,5,11,38,42,54,40
18,6,16,16,63,52,57,57
6,17,19,8,36,23,25,28
16,6,8,25,80,100,83,93
14,17,13,4,46,47,47,39
12,11,17,10,59,58,53,55
6,14,20,7,32,26,34,25
17,8,17,19,66,60,58,65
1,20,5,4,24,22,30,17
4,16,24,6,34,35,34,28
5,9,5,10,35,46,28,40
8,23,11,7,62,61,61,53
25,7,15,20,80,89,92,89
5,7,5,11,47,42,38,42
7,5,16,11,36,30,38,35
5,19,17,5,46,43,43,35
6,7,6,0,31,23,25,17
9,6,8,2,31,30,17,27
7,23,20,3,28,21,38,20
4,19,24,7,24,31,31,26
11,14,15,5,34,45,31,38
7,14,16,6,29,27,41,23
10,25,10,5,42,28,42,32
10,17,13,9,59,56,57,52
8,16,21,7,46,61,49,49
21,15,7,14,73,81,69,72
24,6,8,15,83,93,94,83
25,25,21,20,83,100,82,91
23,17,25,14,76,76,94,72
20,19,16,18,71,90,73,80
6,24,14,6,31,25,18,25
16,13,18,21,68,80,72,73
14,13,9,4,48,43,32,40
14,5,5,7,52,53,54,49
11,15,22,13,33,35,38,38
11,23,17,13,54,56,48,56
14,23,19,20,81,75,69,75
12,22,22,9,60,49,60,48
15,12,7,18,52,56,70,60
17,17,12,20,90,83,87,86
21,18,13,19,90,87,71,86
19,19,10,19,66,68,65,68
12,6,17,17,82,76,76,71
15,25,11,14,38,37,36,43
15,19,10,13,60,54,49,54
11,22,11,14,50,56,48,53
11,5,14,5,36,25,34,27
23,12,10,16,92,89,81,87
21,7,15,14,75,74,66,69
18,11,19,19,77,72,82,76
8,9,9,16,40,42,58,47
21,25,11,17,89,82,81,80
5,23,22,14,40,41,36,42
11,7,17,9,50,57,54,52
20,22,5,22,79,86,79,86
22,22,15,17,85,87,95,83
14,7,13,24,75,77,88,80
18,19,7,24,81,82,89,82
20,9,24,24,82,93,89,91
10,16,12,8,38,31,30,32
13,17,10,18,66,62,69,65
12,9,19,9,50,39,42,39
19,11,18,19,81,97,99,84
14,20,15,7,31,38,50,33
7,8,21,11,22,17,24,23
16,17,20,13,79,80,71,70
10,24,20,20,71,63,59,68
16,14,9,14,73,70,77,66
6,18,7,5,14,20,25,15
21,17,14,18,71,77,69,73
11,16,12,10,54,40,55,43
18,12,11,19,82,73,80,76
14,16,7,14,58,57,58,59
7,7,11,6,47,46,48,41
2,12,10,4,28,30,20,23
13,10,11,12,33,44,40,40
10,18,16,3,39,38,27,33
10,20,17,8,44,51,53,43
8,7,14,3,30,29,21,26
17,10,20,14,61,61,61,61
13,5,8,10,41,26,30,34
17,19,11,12,59,60,45,55
25,18,24,19,91,92,88,89
14,24,13,15,52,51,65,53
16,13,20,19,70,67,57,72
7,24,11,14,37,44,32,42
14,17,23,10,37,39,31,41
16,24,22,13,80,80,89,74
8,21,7,1,24,37,30,27
12,13,20,9,41,47,33,43
19,20,13,17,86,84,94,84
15,6,24,19,78,82,73,80
7,16,11,11,22,33,22,33
18,25,20,22,84,86,78,84
19,6,17,21,78,84,86,79
17,7,12,17,76,68,85,70
21,10,9,18,75,80,95,77
21,8,17,14,80,75,76,75
14,5,6,14,60,53,48,53
16,8,9,13,70,77,65,70
9,13,21,11,20,26,26,25
13,14,25,14,72,81,69,73
1,7,9,3,23,30,22,23
2,24,23,5,29,23,29,20
15,24,9,17,85,99,91,86
6,11,18,9,42,46,35,38
9,6,19,5,32,31,26,26
24,23,14,18,92,89,95,91
8,10,6,15,41,50,48,49
18,17,18,20,85,78,70,81
16,8,9,11,74,66,59,62
14,16,15,19,72,67,67,70
18,21,19,14,52,70,57,59
14,19,23,19,62,60,75,64
7,9,5,5,31,42,40,32
15,12,21,20,70,63,61,68
17,11,24,18,82,86,78,80
14,10,20,18,59,62,72,61
15,6,7,21,80,81,75,81
21,11,14,13,79,84,82,79
16,22,6,19,78,75,95,78
11,10,16,17,48,54,64,52
12,20,23,12,22,22,35,28
10,19,13,0,18,27,18,20
12,22,25,18,52,63,65,62
22,19,25,14,86,89,86,83
3,22,13,6,19,24,33,17
25,17,5,19,88,97,94,92
15,9,21,14,66,53,69,56
22,19,18,20,91,85,72,86
18,9,23,15,81,81,78,76
13,12,13,10,40,42,36,43
20,14,11,20,77,83,82,81
10,11,15,4,21,24,25,24
10,5,19,12,47,47,56,46
5,9,23,12,35,31,36,31
10,19,24,2,31,22,14,21
10,14,21,1,24,33,21,26
13,19,10,14,44,47,44,51
7,21,5,10,52,45,55,42
13,24,12,23,87,78,77,81
19,8,16,15,65,77,65,69
4,19,5,9,35,36,25,32
14,13,12,18,59,51,64,59
9,15,14,13,49,46,30,46
7,21,8,7,53,49,44,41
7,14,6,5,41,55,41,42
12,14,12,12,57,55,45,53
10,13,17,12,30,33,26,37
9,14,9,10,41,40,35,37
10,22,8,6,59,40,55,44
13,13,14,16,68,63,70,63
18,22,21,15,72,72,70,67
7,21,18,13,35,44,38,38
3,19,11,11,27,29,28,29
12,18,18,19,72,62,59,69
13,22,16,19,62,70,64,66
8,5,19,18,56,66,61,61
16,20,16,23,89,80,89,84
11,14,20,17,66,79,71,70
17,25,7,10,52,56,63,53
4,22,19,10,23,29,26,27
17,17,22,16,82,72,71,71
19,20,11,15,81,76,71,76
8,17,22,6,26,21,16,21
17,13,17,19,85,88,92,83
15,21,22,13,83,76,91,70
12,14,25,9,40,36,41,35
13,10,20,13,71,78,76,68
14,10,7,19,90,89,82,85
9,8,20,12,59,48,57,49
16,22,24,19,74,62,73,66
14,21,6,20,73,71,74,72
21,12,20,16,70,72,82,70
8,22,21,1,23,22,17,20
6,5,24,8,35,38,45,31
13,19,24,11,55,56,54,50
12,8,21,13,75,62,78,64
13,21,10,14,71,74,83,65
5,6,21,12,45,47,46,46
7,24,15,1,26,22,29,21
21,22,22,20,76,84,71,80
17,11,24,13,50,61,46,54
17,16,22,19,56,57,60,60
11,20,20,13,48,40,35,42
8,17,15,7,36,23,29,26
20,13,23,16,81,77,73,74
19,19,9,19,77,72,72,77
15,12,7,12,66,80,74,68
16,14,12,10,52,56,40,51
1,7,6,7,21,25,32,18
10,22,11,10,46,52,45,46
11,8,14,5,32,33,34,28
20,11,12,18,72,73,70,72
11,11,25,16,50,60,60,59
6,10,16,6,46,49,50,42
5,13,12,6,18,37,36,28
22,18,7,22,93,89,80,91
13,25,24,12,78,68,79,66
11,16,8,15,71,53,63,58
13,16,17,10,51,59,49,52
13,19,5,8,33,30,33,30
7,18,12,15,48,49,48,47
21,14,9,22,94,75,80,83
12,11,18,19,69,58,77,67
16,5,14,15,83,81,77,75
4,15,7,9,40,35,32,33
14,11,10,9,60,66,50,55
18,24,12,20,71,82,66,77
16,6,13,18,67,80,65,75
12,22,19,18,56,55,72,55
8,6,8,7,62,59,44,52
14,20,10,10,31,43,37,37
16,16,20,10,53,65,55,56
17,24,21,11,65,81,69,69
19,25,17,15,81,86,92,77
11,16,9,15,55,52,70,55
5,14,14,3,25,29,23,23
14,17,22,14,67,67,58,62
15,20,25,23,81,94,84,89
16,12,18,15,79,76,69,70
13,16,9,18,62,67,68,68
11,10,10,18,81,81,82,76
22,7,13,14,90,76,92,75
16,17,10,15,48,55,56,53
8,21,7,8,17,12,28,17
18,12,13,25,92,98,88,95
15,14,6,11,54,63,46,55
7,16,19,12,40,41,40,37
3,15,15,11,34,31,22,32
13,15,11,10,68,60,72,60
9,11,7,6,27,27,28,26
11,13,9,8,55,51,48,49
15,25,21,8,46,46,38,43
16,16,10,18,73,81,79,73
